"country","year","population","gdp"
"ARG",2020,0.21298944864262426,0.6109058976639004
"ARG",2025,0.2342883935068867,0.6719964874302904
"ARG",2030,0.2555873383711491,0.7330870771966804
"ARG",2035,0.27688628323541153,0.7941776669630705
"ARG",2040,0.29818522809967396,0.8552682567294605
"ARG",2045,0.3194841729639364,0.9163588464958505
"ARG",2050,0.3407831178281988,0.9774494362622406
"ARG",2055,0.36208206269246124,1.0385400260286306
"ARG",2060,0.38338100755672366,1.0996306157950206
"ARG",2065,0.4046799524209861,1.1607212055614107
"ARG",2070,0.4259788972852485,1.2218117953278007
"ARG",2075,0.44727784214951094,1.2829023850941907
"ARG",2080,0.4685767870137734,1.3439929748605808
"ARG",2085,0.4685767870137734,1.3439929748605808
"ARG",2090,0.45792731458164215,1.3745382697437758
"ARG",2095,0.44727784214951094,1.4050835646269708
"ARG",2100,0.43662836971737967,1.4356288595101658
"ARG",2105,0.4259788972852485,1.4661741543933609
"ARG",2110,0.4153294248531173,1.4967194492765559
"ARG",2115,0.4046799524209861,1.5272647441597509
"ARG",2120,0.3940304799888549,1.5272647441597509
"ARG",2125,0.38338100755672366,1.5425373916013483
"ARG",2130,0.37273153512459245,1.557810039042946
"ARG",2135,0.36208206269246124,1.5730826864845435
"ARG",2140,0.35143259026033,1.588355333926141
"ARG",2145,0.3407831178281988,1.6036279813677385
"ARG",2150,0.3301336453960676,1.618900628809336
"ARG",2155,0.3194841729639364,1.6341732762509333
"ARG",2160,0.3088347005318052,1.649445923692531
"ARG",2165,0.29818522809967396,1.6647185711341286
"ARG",2170,0.28753575566754275,1.679991218575726
"ARG",2175,0.27688628323541153,1.6952638660173234
"ARG",2180,0.2662368108032803,1.710536513458921
"ARG",2185,0.2555873383711491,1.7258091609005186
"ARG",2190,0.24493786593901787,1.741081808342116
"ARG",2195,0.2342883935068867,1.7563544557837134
"ARG",2200,0.22363892107475547,1.771627103225311
"ARG",2205,0.21298944864262426,1.7868997506669084
"ARG",2210,0.20233997621049304,1.802172398108506
"ARG",2215,0.19169050377836183,1.8174450455501037
"ARG",2220,0.18104103134623062,1.832717692991701
"ARG",2225,0.1703915589140994,0.6109058976639004
"ARG",2230,0.1597420864819682,0.6109058976639004
"ARG",2235,0.14909261404983698,0.6109058976639004
"ARG",2240,0.21298944864262426,0.6109058976639004
"ARG",2245,0.21298944864262426,0.6109058976639004
"ARG",2250,0.21298944864262426,0.6109058976639004
"ARG",2255,0.21298944864262426,0.6109058976639004
"ARG",2260,0.21298944864262426,0.6109058976639004
"ARG",2265,0.21298944864262426,0.6109058976639004
"ARG",2270,0.21298944864262426,0.6109058976639004
"ARG",2275,0.21298944864262426,0.6109058976639004
"ARG",2280,0.21298944864262426,0.6109058976639004
"ARG",2285,0.21298944864262426,0.6109058976639004
"ARG",2290,0.21298944864262426,0.6109058976639004
"ARG",2295,0.21298944864262426,0.6109058976639004
"ARG",2300,0.21298944864262426,0.6109058976639004
"ARM",2020,0.5561152537243361,0.9263671715865653
"ARM",2025,0.6117267790967698,1.019003888745222
"ARM",2030,0.6673383044692033,1.1116406059038784
"ARM",2035,0.722949829841637,1.204277323062535
"ARM",2040,0.7785613552140705,1.2969140402211914
"ARM",2045,0.8341728805865042,1.389550757379848
"ARM",2050,0.8897844059589378,1.4821874745385046
"ARM",2055,0.9453959313313713,1.574824191697161
"ARM",2060,1.001007456703805,1.6674609088558177
"ARM",2065,1.0566189820762386,1.760097626014474
"ARM",2070,1.1122305074486722,1.8527343431731307
"ARM",2075,1.1678420328211059,1.9453710603317873
"ARM",2080,1.2234535581935395,2.038007777490444
"ARM",2085,1.2234535581935395,2.038007777490444
"ARM",2090,1.1956477955073226,2.0843261360697722
"ARM",2095,1.1678420328211059,2.1306444946491
"ARM",2100,1.140036270134889,2.1769628532284284
"ARM",2105,1.1122305074486722,2.2232812118077567
"ARM",2110,1.0844247447624553,2.269599570387085
"ARM",2115,1.0566189820762386,2.3159179289664134
"ARM",2120,1.028813219390022,2.3159179289664134
"ARM",2125,1.001007456703805,2.3390771082560775
"ARM",2130,0.9732016940175883,2.3622362875457417
"ARM",2135,0.9453959313313713,2.385395466835406
"ARM",2140,0.9175901686451545,2.40855464612507
"ARM",2145,0.8897844059589378,2.431713825414734
"ARM",2150,0.861978643272721,2.4548730047043983
"ARM",2155,0.8341728805865042,2.478032183994062
"ARM",2160,0.8063671179002874,2.5011913632837266
"ARM",2165,0.7785613552140705,2.5243505425733908
"ARM",2170,0.7507555925278538,2.5475097218630545
"ARM",2175,0.722949829841637,2.5706689011527186
"ARM",2180,0.6951440671554201,2.5938280804423828
"ARM",2185,0.6673383044692033,2.6169872597320474
"ARM",2190,0.6395325417829865,2.640146439021711
"ARM",2195,0.6117267790967698,2.6633056183113752
"ARM",2200,0.5839210164105529,2.6864647976010394
"ARM",2205,0.5561152537243361,2.7096239768907036
"ARM",2210,0.5283094910381193,2.7327831561803677
"ARM",2215,0.5005037283519025,2.755942335470032
"ARM",2220,0.47269796566568567,2.779101514759696
"ARM",2225,0.4448922029794689,0.9263671715865653
"ARM",2230,0.4170864402932521,0.9263671715865653
"ARM",2235,0.3892806776070353,0.9263671715865653
"ARM",2240,0.5561152537243361,0.9263671715865653
"ARM",2245,0.5561152537243361,0.9263671715865653
"ARM",2250,0.5561152537243361,0.9263671715865653
"ARM",2255,0.5561152537243361,0.9263671715865653
"ARM",2260,0.5561152537243361,0.9263671715865653
"ARM",2265,0.5561152537243361,0.9263671715865653
"ARM",2270,0.5561152537243361,0.9263671715865653
"ARM",2275,0.5561152537243361,0.9263671715865653
"ARM",2280,0.5561152537243361,0.9263671715865653
"ARM",2285,0.5561152537243361,0.9263671715865653
"ARM",2290,0.5561152537243361,0.9263671715865653
"ARM",2295,0.5561152537243361,0.9263671715865653
"ARM",2300,0.5561152537243361,0.9263671715865653
"AUS",2020,0.04889383262305058,0.6542724567221228
"AUS",2025,0.053783215885355645,0.7196997023943351
"AUS",2030,0.058672599147660695,0.7851269480665473
"AUS",2035,0.06356198240996576,0.8505541937387596
"AUS",2040,0.06845136567227081,0.9159814394109718
"AUS",2045,0.07334074893457587,0.9814086850831841
"AUS",2050,0.07823013219688094,1.0468359307553965
"AUS",2055,0.08311951545918599,1.1122631764276087
"AUS",2060,0.08800889872149105,1.177690422099821
"AUS",2065,0.0928982819837961,1.2431176677720333
"AUS",2070,0.09778766524610116,1.3085449134442455
"AUS",2075,0.10267704850840623,1.3739721591164578
"AUS",2080,0.10756643177071129,1.4393994047886702
"AUS",2085,0.10756643177071129,1.4393994047886702
"AUS",2090,0.10512174013955874,1.4721130276247762
"AUS",2095,0.10267704850840623,1.5048266504608823
"AUS",2100,0.10023235687725368,1.5375402732969885
"AUS",2105,0.09778766524610116,1.5702538961330945
"AUS",2110,0.09534297361494863,1.6029675189692008
"AUS",2115,0.0928982819837961,1.635681141805307
"AUS",2120,0.09045359035264358,1.635681141805307
"AUS",2125,0.08800889872149105,1.65203795322336
"AUS",2130,0.08556420709033852,1.668394764641413
"AUS",2135,0.08311951545918599,1.6847515760594662
"AUS",2140,0.08067482382803345,1.7011083874775192
"AUS",2145,0.07823013219688094,1.7174651988955723
"AUS",2150,0.0757854405657284,1.7338220103136253
